ASSAY,STRAIN,CONDITION,DAY,REP,STACK,DEPTH,PLATE,FLOW.RUN,BLOCK,ROW,COLUMN,POSITION,FILENAME,PETITE
RNR2,RNR2.P1.H03,EMS.HIGH,1,R1,6,4,P1,2,EFGH,H,3,H03,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H03.fcs,UNKNOWN
RNR2,RNR2.P1.H04,EMS,1,R1,6,4,P1,2,EFGH,H,4,H04,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H04.fcs,UNKNOWN
RNR2,RNR2.P1.H05,EMS.LOW,1,R1,6,4,P1,2,EFGH,H,5,H05,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H05.fcs,UNKNOWN
RNR2,RNR2.P1.H06,EMS,1,R1,6,4,P1,2,EFGH,H,6,H06,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H06.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,4,P1,2,EFGH,H,7,H07,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H07.fcs,UNKNOWN
RNR2,TDH3.SHAM.P1.H08,TDH3.SHAM,1,R1,6,4,P1,2,EFGH,H,8,H08,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H08.fcs,UNKNOWN
RNR2,RNR2.SHAM.P1.H09,SHAM,1,R1,6,4,P1,2,EFGH,H,9,H09,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H09.fcs,UNKNOWN
RNR2,RNR2.P1.H10,EMS,1,R1,6,4,P1,2,EFGH,H,10,H10,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H10.fcs,UNKNOWN
RNR2,RNR2.P1.H11,EMS.HIGH,1,R1,6,4,P1,2,EFGH,H,11,H11,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H11.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,4,P1,2,EFGH,H,12,H12,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P1R1.EFGH/Well_H12.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,2,P2,3,ABCD,A,1,A01,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A01.fcs,UNKNOWN
RNR2,RNR2.P2.A02,EMS,1,R1,6,2,P2,3,ABCD,A,2,A02,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A02.fcs,UNKNOWN
RNR2,RNR2.P2.A03,EMS,1,R1,6,2,P2,3,ABCD,A,3,A03,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A03.fcs,UNKNOWN
RNR2,RNR2.P2.A04,EMS.LOW,1,R1,6,2,P2,3,ABCD,A,4,A04,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A04.fcs,UNKNOWN
RNR2,RNR2.P2.A05,EMS.HIGH,1,R1,6,2,P2,3,ABCD,A,5,A05,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A05.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,2,P2,3,ABCD,A,6,A06,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A06.fcs,UNKNOWN
RNR2,RNR2.P2.A07,EMS,1,R1,6,2,P2,3,ABCD,A,7,A07,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A07.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,2,P2,3,ABCD,A,8,A08,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A08.fcs,UNKNOWN
RNR2,TDH3.SHAM.P2.A09,TDH3.SHAM,1,R1,6,2,P2,3,ABCD,A,9,A09,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A09.fcs,UNKNOWN
RNR2,RNR2.SHAM.P2.A10,SHAM,1,R1,6,2,P2,3,ABCD,A,10,A10,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A10.fcs,UNKNOWN
RNR2,RNR2.P2.A11,EMS.HIGH,1,R1,6,2,P2,3,ABCD,A,11,A11,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A11.fcs,UNKNOWN
RNR2,RNR2.P2.A12,EMS,1,R1,6,2,P2,3,ABCD,A,12,A12,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_A12.fcs,UNKNOWN
RNR2,RNR2.P2.B01,EMS,1,R1,6,2,P2,3,ABCD,B,1,B01,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B01.fcs,UNKNOWN
RNR2,NULL,TDH3.SHAM,1,R1,6,2,P2,3,ABCD,B,2,B02,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B02.fcs,UNKNOWN
RNR2,RNR2.SHAM.P2.B03,SHAM,1,R1,6,2,P2,3,ABCD,B,3,B03,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B03.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,2,P2,3,ABCD,B,4,B04,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B04.fcs,UNKNOWN
RNR2,RNR2.P2.B05,EMS,1,R1,6,2,P2,3,ABCD,B,5,B05,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B05.fcs,UNKNOWN
RNR2,RNR2.P2.B06,EMS,1,R1,6,2,P2,3,ABCD,B,6,B06,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B06.fcs,UNKNOWN
RNR2,RNR2.P2.B07,EMS.LOW,1,R1,6,2,P2,3,ABCD,B,7,B07,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B07.fcs,UNKNOWN
RNR2,RNR2.P2.B08,EMS,1,R1,6,2,P2,3,ABCD,B,8,B08,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B08.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,2,P2,3,ABCD,B,9,B09,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B09.fcs,UNKNOWN
RNR2,RNR2.P2.B10,EMS.LOW,1,R1,6,2,P2,3,ABCD,B,10,B10,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B10.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,2,P2,3,ABCD,B,11,B11,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B11.fcs,UNKNOWN
RNR2,RNR2.P2.B12,EMS.HIGH,1,R1,6,2,P2,3,ABCD,B,12,B12,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_B12.fcs,UNKNOWN
RNR2,RNR2.P2.C01,EMS.HIGH,1,R1,6,2,P2,3,ABCD,C,1,C01,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_C01.fcs,UNKNOWN
RNR2,RNR2.P2.C02,EMS.HIGH,1,R1,6,2,P2,3,ABCD,C,1,C02,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_C02.fcs,UNKNOWN
RNR2,CTRL,CTRL,1,R1,6,2,P2,3,ABCD,C,3,C03,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_C03.fcs,UNKNOWN
RNR2,TDH3.SHAM.P2.C04,TDH3.SHAM,1,R1,6,2,P2,3,ABCD,C,4,C04,E:/wittkopp data/raw data/RNR2/RNR2-Analysis 1-RNR2.P2R1.ABCD/Well_C04.fcs,UNKNOWN
